Benchmark,greentm-stm-norec_th1,greentm-stm-norec_th2,greentm-stm-norec_th3,greentm-stm-norec_th4,greentm-stm-norec_th5,greentm-stm-norec_th6,greentm-stm-norec_th7,greentm-stm-norec_th8,greentm-stm-swisstm_th1,greentm-stm-swisstm_th2,greentm-stm-swisstm_th3,greentm-stm-swisstm_th4,greentm-stm-swisstm_th5,greentm-stm-swisstm_th6,greentm-stm-swisstm_th7,greentm-stm-swisstm_th8,greentm-stm-tinystm_th1,greentm-stm-tinystm_th2,greentm-stm-tinystm_th3,greentm-stm-tinystm_th4,greentm-stm-tinystm_th5,greentm-stm-tinystm_th6,greentm-stm-tinystm_th7,greentm-stm-tinystm_th8,greentm-stm-tl2_th1,greentm-stm-tl2_th2,greentm-stm-tl2_th3,greentm-stm-tl2_th4,greentm-stm-tl2_th5,greentm-stm-tl2_th6,greentm-stm-tl2_th7,greentm-stm-tl2_th8,greentm-htm-sgl-NO_RETRY-budget1_th1,greentm-htm-sgl-NO_RETRY-budget1_th2,greentm-htm-sgl-NO_RETRY-budget1_th3,greentm-htm-sgl-NO_RETRY-budget1_th4,greentm-htm-sgl-NO_RETRY-budget1_th5,greentm-htm-sgl-NO_RETRY-budget1_th6,greentm-htm-sgl-NO_RETRY-budget1_th7,greentm-htm-sgl-NO_RETRY-budget1_th8,greentm-htm-sgl-NO_RETRY-budget2_th1,greentm-htm-sgl-NO_RETRY-budget2_th2,greentm-htm-sgl-NO_RETRY-budget2_th3,greentm-htm-sgl-NO_RETRY-budget2_th4,greentm-htm-sgl-NO_RETRY-budget2_th5,greentm-htm-sgl-NO_RETRY-budget2_th6,greentm-htm-sgl-NO_RETRY-budget2_th7,greentm-htm-sgl-NO_RETRY-budget2_th8,greentm-htm-sgl-NO_RETRY-budget4_th1,greentm-htm-sgl-NO_RETRY-budget4_th2,greentm-htm-sgl-NO_RETRY-budget4_th3,greentm-htm-sgl-NO_RETRY-budget4_th4,greentm-htm-sgl-NO_RETRY-budget4_th5,greentm-htm-sgl-NO_RETRY-budget4_th6,greentm-htm-sgl-NO_RETRY-budget4_th7,greentm-htm-sgl-NO_RETRY-budget4_th8,greentm-htm-sgl-NO_RETRY-budget10_th1,greentm-htm-sgl-NO_RETRY-budget10_th2,greentm-htm-sgl-NO_RETRY-budget10_th3,greentm-htm-sgl-NO_RETRY-budget10_th4,greentm-htm-sgl-NO_RETRY-budget10_th5,greentm-htm-sgl-NO_RETRY-budget10_th6,greentm-htm-sgl-NO_RETRY-budget10_th7,greentm-htm-sgl-NO_RETRY-budget10_th8,greentm-htm-sgl-NO_RETRY-budget20_th1,greentm-htm-sgl-NO_RETRY-budget20_th2,greentm-htm-sgl-NO_RETRY-budget20_th3,greentm-htm-sgl-NO_RETRY-budget20_th4,greentm-htm-sgl-NO_RETRY-budget20_th5,greentm-htm-sgl-NO_RETRY-budget20_th6,greentm-htm-sgl-NO_RETRY-budget20_th7,greentm-htm-sgl-NO_RETRY-budget20_th8,greentm-htm-sgl-LINEAR-budget2_th1,greentm-htm-sgl-LINEAR-budget2_th2,greentm-htm-sgl-LINEAR-budget2_th3,greentm-htm-sgl-LINEAR-budget2_th4,greentm-htm-sgl-LINEAR-budget2_th5,greentm-htm-sgl-LINEAR-budget2_th6,greentm-htm-sgl-LINEAR-budget2_th7,greentm-htm-sgl-LINEAR-budget2_th8,greentm-htm-sgl-LINEAR-budget4_th1,greentm-htm-sgl-LINEAR-budget4_th2,greentm-htm-sgl-LINEAR-budget4_th3,greentm-htm-sgl-LINEAR-budget4_th4,greentm-htm-sgl-LINEAR-budget4_th5,greentm-htm-sgl-LINEAR-budget4_th6,greentm-htm-sgl-LINEAR-budget4_th7,greentm-htm-sgl-LINEAR-budget4_th8,greentm-htm-sgl-LINEAR-budget10_th1,greentm-htm-sgl-LINEAR-budget10_th2,greentm-htm-sgl-LINEAR-budget10_th3,greentm-htm-sgl-LINEAR-budget10_th4,greentm-htm-sgl-LINEAR-budget10_th5,greentm-htm-sgl-LINEAR-budget10_th6,greentm-htm-sgl-LINEAR-budget10_th7,greentm-htm-sgl-LINEAR-budget10_th8,greentm-htm-sgl-LINEAR-budget20_th1,greentm-htm-sgl-LINEAR-budget20_th2,greentm-htm-sgl-LINEAR-budget20_th3,greentm-htm-sgl-LINEAR-budget20_th4,greentm-htm-sgl-LINEAR-budget20_th5,greentm-htm-sgl-LINEAR-budget20_th6,greentm-htm-sgl-LINEAR-budget20_th7,greentm-htm-sgl-LINEAR-budget20_th8,greentm-htm-sgl-HALF-budget2_th1,greentm-htm-sgl-HALF-budget2_th2,greentm-htm-sgl-HALF-budget2_th3,greentm-htm-sgl-HALF-budget2_th4,greentm-htm-sgl-HALF-budget2_th5,greentm-htm-sgl-HALF-budget2_th6,greentm-htm-sgl-HALF-budget2_th7,greentm-htm-sgl-HALF-budget2_th8,greentm-htm-sgl-HALF-budget4_th1,greentm-htm-sgl-HALF-budget4_th2,greentm-htm-sgl-HALF-budget4_th3,greentm-htm-sgl-HALF-budget4_th4,greentm-htm-sgl-HALF-budget4_th5,greentm-htm-sgl-HALF-budget4_th6,greentm-htm-sgl-HALF-budget4_th7,greentm-htm-sgl-HALF-budget4_th8,greentm-htm-sgl-HALF-budget10_th1,greentm-htm-sgl-HALF-budget10_th2,greentm-htm-sgl-HALF-budget10_th3,greentm-htm-sgl-HALF-budget10_th4,greentm-htm-sgl-HALF-budget10_th5,greentm-htm-sgl-HALF-budget10_th6,greentm-htm-sgl-HALF-budget10_th7,greentm-htm-sgl-HALF-budget10_th8,greentm-htm-sgl-HALF-budget20_th1,greentm-htm-sgl-HALF-budget20_th2,greentm-htm-sgl-HALF-budget20_th3,greentm-htm-sgl-HALF-budget20_th4,greentm-htm-sgl-HALF-budget20_th5,greentm-htm-sgl-HALF-budget20_th6,greentm-htm-sgl-HALF-budget20_th7,greentm-htm-sgl-HALF-budget20_th8
intruder_a90_l1024_n4096_s1,1153.5397,1692.5564,1858.9628,2008.7007,1929.066,1920.1162,1829.703,1738.3162,1287.6304,2035.5107,2625.3777,3081.0776,3154.1562,3187.719,3254.2437,3292.3867,1345.9478,2106.166,2721.1802,2982.4885,2276.6328,1293.2445,945.32996,790.38,879.5963,1509.0771,1996.9429,2372.0957,2450.6182,2484.6946,2497.1018,2444.5767,1440.3741,1793.5933,1677.2596,1513.6354,1387.0809,1334.5299,1312.7231,1294.9685,1444.934,1799.9948,1666.5939,1517.5282,1397.56,1342.7549,1318.5951,1310.4395,1427.9851,1798.3981,1693.8396,1484.8965,1389.1166,1323.0295,1325.4363,1297.4629,1441.884,1781.092,1665.4083,1491.2552,1380.0018,1328.3326,1310.346,1294.9108,1429.8119,1795.7571,1671.4382,1496.0264,1380.1107,1331.8579,1305.8492,1297.2671,1444.8083,1789.8754,1675.7124,1492.6979,1388.4183,1334.3192,1315.9524,1299.2356,1436.2843,1798.2352,1681.8289,1508.83,1395.9453,1342.371,1320.096,1302.9545,1429.6425,1814.2139,1685.2007,1491.7249,1400.3982,1339.9878,1321.383,1291.9353,1437.4961,1799.6368,1675.3054,1498.9131,1391.7292,1336.7085,1318.5403,1292.8416,1432.487,1797.4479,1692.8298,1498.5742,1395.5073,1320.9556,1321.1006,1289.1866,1433.5099,1803.0841,1672.6794,1493.4918,1391.5479,1333.7539,1304.5066,1299.7904,1444.4152,1811.646,1681.5219,1509.0479,1392.1248,1335.3123,1322.7572,1301.2954,1442.635,1787.8519,1679.1989,1499.248,1388.0704,1340.057,1301.0693,1299.1489
intruder_a90_l2048_n32768_s1,217.64304,399.055,539.65344,654.7986,686.68835,691.3627,675.0472,654.4396,196.01955,362.1344,502.50214,658.36383,741.6416,800.59717,876.51654,927.8742,205.33742,377.69806,541.0192,694.6062,794.1895,861.0945,857.0804,756.01666,179.75523,345.57593,486.37778,624.6825,701.3122,760.8736,812.98395,844.3416,232.01262,244.77519,232.60136,224.72975,225.27837,221.46695,223.0505,223.37419,233.22919,248.09326,240.28879,226.67366,228.26807,223.06056,221.12991,221.2914,230.09042,247.63058,238.77492,225.77328,227.93439,223.6028,224.51723,223.43236,233.36078,243.12039,234.34642,232.11668,227.42825,222.07549,224.21654,223.5607,227.38445,246.13823,236.94682,225.76347,226.78961,223.68872,223.29881,223.20168,228.1667,244.85986,234.4326,228.83015,220.56337,223.45526,222.14763,221.9283,235.542,246.2841,236.44876,229.54688,228.18279,223.51016,224.28297,220.30307,228.7179,241.92654,234.75214,228.38855,226.42912,224.82826,224.19826,219.0376,227.83334,248.42943,239.48784,224.28552,226.20465,226.427,223.36833,218.38232,225.56688,248.1723,240.19434,227.3873,227.15121,225.64488,221.22916,216.3559,233.99283,237.00325,234.92845,230.15529,225.77914,219.54941,221.50911,219.85797,229.72192,247.06758,240.00291,231.9142,227.75496,223.09877,224.16823,221.66057,230.67714,246.75435,236.59274,228.1777,227.9101,225.81845,223.94823,223.84425
intruder_a90_l2048_n4096_s1,689.4036,1018.63635,1160.0261,1269.8387,1211.7211,1187.4331,1123.8331,1059.2699,649.58405,1099.9277,1525.8542,1851.5776,1930.8402,1986.309,2008.7792,1991.6058,707.7284,1220.202,1619.6278,1895.6296,1407.4158,927.9323,613.0985,433.1806,437.97134,809.43365,1098.0369,1352.8849,1405.8606,1427.5629,1466.1375,1424.1761,777.4705,921.1987,882.9744,829.5238,794.6174,770.4775,758.4865,746.1425,775.826,904.0488,882.5049,831.3077,787.84357,769.5902,756.0851,750.2103,780.48755,919.6485,894.6616,832.72424,790.53986,773.2354,756.0306,748.85565,776.7943,911.97675,892.02985,832.7413,783.9221,766.71783,756.8977,746.07855,783.67773,914.78094,890.8563,837.461,797.15643,767.9644,756.4932,744.9159,783.4979,903.94586,892.92303,840.6471,793.4854,775.2224,762.41205,748.72784,784.6307,906.2181,891.2971,836.7545,792.59045,772.498,764.17773,746.9718,781.0749,913.2285,883.86,827.0795,791.01715,770.3874,752.9681,746.8971,782.07416,911.2369,890.6802,831.9957,793.39056,766.09845,762.17444,754.4507,782.52893,915.87427,888.25745,834.1348,795.3162,778.1301,759.9458,746.341,782.92816,919.6282,886.73834,832.7622,791.0915,765.0838,760.6763,747.2508,778.09796,927.0416,885.8226,841.2218,791.8824,772.55096,754.74164,746.4601,778.46765,914.04156,890.2462,838.18744,785.7255,777.39343,756.13043,748.7231
intruder_a95_l1024_n4096_s1,1160.2795,1691.6719,1858.285,1910.0736,1889.4178,1819.9501,1760.9194,1651.7802,1348.1604,2040.9922,2567.0068,2949.5977,2971.3472,3041.771,2969.661,3075.1938,1385.2109,2138.5818,2627.5476,2838.9153,2159.7805,1286.3799,908.8549,787.39844,930.2404,1565.262,2026.549,2389.2314,2450.0293,2496.9292,2465.296,2441.061,1550.5386,1909.0884,1784.2323,1573.5791,1458.5396,1407.0144,1380.2578,1356.7959,1541.4772,1873.2943,1735.5037,1548.8788,1441.5294,1412.3188,1369.3434,1335.0345,1534.6663,1873.4708,1704.9216,1573.6163,1454.8854,1408.9023,1371.4941,1354.7832,1546.8707,1922.808,1771.6913,1549.426,1447.0907,1399.595,1377.3793,1348.8239,1562.3999,1914.1066,1746.5734,1571.978,1446.4766,1408.7059,1371.1537,1341.0715,1522.8473,1907.8792,1757.3557,1574.9543,1433.3462,1407.3033,1381.3224,1369.605,1545.2395,1934.17,1772.6919,1573.8032,1470.5479,1405.4296,1377.5225,1363.783,1542.821,1922.8204,1782.1742,1556.4539,1458.8073,1408.1904,1379.4788,1351.2107,1536.2673,1927.2633,1791.6238,1566.3794,1458.8678,1413.9429,1379.4502,1352.0621,1530.3975,1928.934,1772.7816,1562.1411,1469.3052,1406.8916,1386.5281,1340.2126,1541.9834,1921.693,1770.6342,1575.05,1456.7048,1398.9286,1369.8812,1357.4753,1546.1409,1936.9152,1778.3428,1562.8984,1463.9133,1402.1155,1386.1027,1366.5735,1553.8512,1939.5042,1773.3141,1580.4386,1459.1105,1420.0195,1380.0151,1367.3285
intruder_a95_l2048_n32768_s1,288.0581,508.97192,677.85284,805.701,826.8148,829.7075,811.9893,779.1249,238.60378,450.71143,630.33276,809.01105,912.5881,1000.09937,1093.1158,1165.76,266.3642,491.26178,706.5623,893.1071,996.2342,1031.1487,949.5677,802.7321,215.70871,404.31488,575.6848,731.6746,818.8134,882.4003,933.62134,960.6206,315.78146,324.63885,305.8218,305.35507,299.2913,294.3493,295.58823,290.81766,307.2603,316.52728,313.9253,302.51492,296.49588,292.34613,294.65598,295.2425,309.83618,328.37906,322.27704,297.21176,298.25034,298.0761,286.0683,292.64825,313.99118,332.31476,314.9155,302.3999,301.11768,294.57077,296.65256,295.65698,314.63828,324.95145,319.81116,309.69785,299.99792,297.9159,296.4564,293.54498,309.01697,311.564,313.42706,290.41168,297.0234,296.91992,295.68665,294.0733,315.96765,332.6466,319.719,291.15875,301.25742,292.71295,295.80872,294.94708,293.1985,323.5778,313.98752,304.52017,297.56305,294.6597,292.11157,286.9929,300.16772,321.56622,311.98938,302.9457,292.715,293.40118,291.36987,292.10312,307.10876,323.03433,322.32605,293.70874,301.38852,292.16714,294.9434,284.06906,310.14365,330.88248,306.5843,300.9703,300.82605,289.23877,288.2844,292.68588,312.22543,323.49323,317.5809,304.37445,293.76654,296.74426,291.4318,285.1763,302.79755,325.77084,312.81198,290.9457,294.81085,297.92984,292.64178,289.05084
intruder_a95_l2048_n4096_s1,786.62646,1108.9569,1224.5688,1307.0966,1248.0746,1241.003,1171.2812,1097.4651,834.538,1380.9152,1838.8772,2184.7532,2240.1333,2245.275,2256.0437,2268.1038,869.328,1432.4395,1874.1661,2064.1626,1298.0149,732.6393,546.8918,471.62366,578.4202,1032.4895,1389.7965,1700.8179,1738.0087,1746.1117,1688.801,1688.1914,898.1731,1076.2502,1036.2008,969.70374,912.5441,882.5964,880.52515,873.2111,890.4936,1064.8221,1029.8833,967.2407,914.6862,882.78595,884.96484,866.7405,895.75836,1070.5405,1033.2994,957.86804,917.2276,888.5724,883.81335,872.7895,896.5126,1073.1395,1035.3573,962.1604,912.4352,889.09247,881.5552,861.987,895.32465,1067.2148,1033.0355,965.1118,911.45557,888.8795,882.0745,872.71844,899.2223,1073.7926,1035.7618,963.04315,913.65533,894.4568,881.239,871.24994,898.514,1077.7952,1041.0463,961.6405,918.6759,896.8621,880.9409,876.9027,885.614,1076.7097,1035.5215,960.2409,914.8907,891.24493,882.1785,875.29626,897.56323,1071.8103,1042.8756,962.61847,916.8473,889.60614,880.3007,873.46594,893.9545,1074.4221,1029.415,966.2236,912.8784,889.1716,878.90405,872.9633,896.75543,1074.3511,1035.1562,961.98047,914.0378,891.2694,882.38007,870.5508,898.7557,1077.7024,1036.4178,965.1467,915.122,891.3206,882.35614,875.9816,897.0257,1074.9768,1037.8658,970.5143,912.0436,894.5114,881.2734,875.3022
intruder_a95_l4096_n4096_s1,346.68094,505.96515,590.27905,661.8707,588.4594,572.9712,530.6742,487.4827,296.83395,522.6538,723.19507,877.6938,918.6578,950.0415,960.26245,957.4244,338.84125,588.4787,791.93445,894.02826,655.08704,378.7494,261.599,201.547,198.73915,371.61234,506.0784,612.07837,651.31744,664.7646,655.75586,671.1897,379.15802,416.07272,410.6668,395.5808,380.77725,374.31454,369.90906,367.40808,385.57944,416.4098,405.78564,395.2994,383.45126,375.92056,373.7851,365.65277,382.28195,415.16638,406.34528,391.83414,374.64505,373.11597,372.70517,368.8229,380.52283,413.67215,407.96875,392.1356,378.91855,375.29343,371.30875,366.91928,383.98804,412.2118,410.81277,397.06998,382.88693,375.02048,372.7575,364.35507,386.69037,414.41736,410.08282,397.95047,384.94543,369.82794,377.1457,368.76633,381.01678,414.41122,409.73703,396.46136,383.28204,373.8016,370.81876,369.66473,382.60257,412.24844,403.4005,398.3786,386.6244,373.11786,370.70718,370.82913,381.82883,415.9762,409.62445,396.59305,386.1032,379.4009,369.0955,367.52164,386.72253,412.17087,404.02835,394.06708,383.43616,377.6075,374.336,370.19437,373.28943,411.52527,407.65378,397.84528,382.4735,375.96494,371.9127,367.69696,383.1363,414.08923,407.1147,398.05786,387.1596,371.2952,370.68494,366.78784,382.29398,410.5915,410.7623,395.6229,386.45105,374.79294,369.09677,368.62714
intruder_a99_l1024_n32768_s1,1300.398,1817.5424,2019.7906,2177.874,2076.8564,2047.5177,1956.1565,1872.6577,1422.9525,2138.384,2665.336,3042.149,3065.945,3093.8782,3120.9626,3138.0837,1570.5323,2301.0981,2835.2976,3122.4446,2931.1733,2389.4758,1585.3506,1118.2355,945.3438,1571.4712,2027.9652,2368.889,2417.1123,2429.3062,2380.9016,2291.832,1905.8506,2388.2756,2211.7053,1929.9657,1745.5371,1665.3602,1615.2322,1601.2988,1901.7739,2377.2144,2176.3325,1921.5732,1732.6852,1644.8364,1614.4556,1598.1584,1884.3412,2374.4421,2210.0242,1906.7891,1738.4354,1650.0043,1613.4536,1590.8872,1882.4401,2388.9336,2207.284,1895.6254,1746.5132,1660.7825,1627.6323,1600.8694,1885.1389,2394.3545,2203.0713,1915.0752,1749.4689,1665.3527,1622.3015,1596.8584,1879.2556,2380.0125,2225.7205,1901.4373,1746.8423,1658.7585,1623.3146,1604.1777,1899.6564,2394.1638,2202.1929,1914.7394,1744.5682,1664.0106,1626.9496,1605.9077,1893.7286,2395.0781,2225.6667,1893.918,1743.7015,1669.9637,1623.2412,1594.5111,1887.3086,2383.5261,2201.1997,1905.9878,1754.1508,1647.9513,1628.9326,1587.3582,1857.5104,2387.881,2221.839,1896.5494,1738.6915,1654.967,1613.8776,1596.4398,1877.6807,2366.7227,2179.4827,1894.9818,1723.44,1645.6592,1623.352,1589.9246,1904.6685,2387.618,2197.9438,1898.9708,1734.6017,1658.0459,1623.6149,1602.4147,1902.3556,2376.3638,2174.724,1913.2035,1739.9989,1657.0635,1622.5016,1597.1213
intruder_a99_l2048_n32768_s1,757.4184,1115.58,1224.5013,1338.4504,1271.8221,1245.1185,1175.4225,1103.4567,703.17706,1193.3882,1628.3706,1945.0718,2043.0493,2095.2515,2153.092,2171.9844,862.6806,1430.6907,1878.0736,2160.7852,1745.0815,1254.7162,925.12195,685.52997,485.496,876.0071,1198.7717,1456.8066,1508.9517,1536.4817,1555.0355,1520.3387,978.43036,1160.2476,1125.5728,1033.959,979.41034,942.68243,922.4057,911.55725,981.37335,1163.9681,1118.6208,1042.2263,973.0394,937.20056,923.4723,913.51025,979.4832,1157.2997,1122.7983,1039.0889,971.465,942.0422,913.7147,909.15027,984.7146,1159.3783,1125.2413,1036.5471,978.9279,930.5188,930.5928,916.9562,985.2918,1156.8119,1127.4142,1041.7512,975.616,940.2997,922.50244,913.29645,979.3588,1155.4359,1123.3822,1042.709,974.75397,938.5531,931.03076,910.6685,985.2887,1162.5621,1130.2595,1039.1428,977.503,945.89215,921.0308,905.2658,985.16064,1157.6859,1136.2345,1036.7427,971.60223,945.8188,922.79114,909.4724,985.76733,1154.1927,1124.8219,1032.0486,977.7615,936.23535,931.31006,912.69855,977.126,1163.2092,1129.4844,1028.4084,973.7799,940.1323,923.91925,910.66815,980.96295,1154.693,1124.5355,1033.6406,974.59283,938.7142,925.2463,915.1017,986.5655,1165.1741,1129.6709,1040.6018,978.0959,944.38464,912.0731,913.1856,988.0082,1162.4507,1131.591,1046.7781,967.2338,946.9126,923.56573,915.0423
intruder_a99_l2048_n4096_s1,898.95135,1155.2267,1224.2139,1245.2976,1195.1125,1194.4895,1089.715,1023.9376,976.79297,1401.5225,1719.1578,1905.9941,1895.1356,1720.3424,1814.9667,1766.7446,1001.4466,1486.6997,1734.4109,1557.1794,952.09735,685.38696,578.18353,533.33923,665.1585,1101.4957,1412.6998,1603.4282,1622.5737,1619.4858,1566.5168,1507.0776,1169.2427,1298.3195,1263.053,1193.175,1129.5459,1101.1254,1078.3156,1075.2902,1114.2347,1372.177,1225.629,1175.8354,1131.4773,1100.4923,1069.8179,1061.9187,1175.3478,1323.0857,1308.609,1179.4824,1127.7192,1042.9742,1054.3745,1050.0033,1203.1792,1374.1274,1288.7644,1185.1875,1142.9945,1093.5515,1080.0387,1058.9501,1145.6414,1337.4741,1246.068,1184.6313,1096.7864,1097.4646,1041.055,1053.5989,1204.1748,1359.1901,1293.135,1189.9641,1122.0275,1082.3306,1078.2584,1069.6365,1187.9095,1384.5,1310.214,1209.8933,1140.9735,1101.4827,1085.171,1063.5581,1182.183,1394.0282,1301.4197,1184.6066,1130.737,1118.7515,1087.4548,1063.4233,1191.8959,1387.6998,1310.2982,1200.1438,1120.2822,1097.5999,1014.20917,1086.7867,1184.5643,1356.0236,1307.0017,1187.3981,1134.2987,1107.1779,1083.8926,1082.2137,1180.2213,1374.3525,1296.6803,1208.6271,1127.7728,1040.8882,1064.8214,1056.9839,1201.8508,1354.9668,1283.6022,1203.7249,1116.6462,1090.4366,1076.48,1075.3873,1195.2626,1347.8846,1287.7053,1207.5421,1127.8665,1102.0486,914.6451,1077.8378
intruder_a99_l4096_n32768_s1,265.73328,432.46136,541.53033,602.899,562.53644,527.56964,489.51913,450.3209,209.22005,377.50873,530.844,667.15216,737.20294,795.57086,843.16614,856.1234,260.0855,470.9236,658.6632,801.1595,760.46387,625.42645,474.6216,322.94678,163.21695,297.7036,415.46664,522.73114,564.2639,590.0105,620.0424,622.0093,304.85565,319.8445,322.514,308.3291,301.67764,298.02386,293.4551,293.10092,313.6836,329.5794,315.34213,306.85486,295.54868,284.34656,292.61548,293.67203,314.62607,325.07983,325.37964,313.8581,306.0967,297.90866,296.562,292.7417,314.7913,324.46783,322.244,314.6496,302.0048,299.6077,296.9509,292.9898,310.68283,330.79233,320.0217,310.57013,302.8451,300.81955,297.18884,294.52777,315.63153,328.13736,320.09393,311.19687,302.66992,298.05154,297.64447,291.89532,311.00858,329.1773,321.85388,309.10437,304.50842,300.91718,297.0892,295.40176,321.41138,315.77,317.6179,313.9004,298.71,294.97803,290.63184,293.79868,306.9527,329.31195,318.32346,311.91345,304.83508,295.6814,297.47565,292.92383,316.69485,322.99005,313.74207,308.80795,305.0198,298.63068,293.7188,289.5756,307.78818,320.69446,316.19183,306.7608,300.89847,296.77838,295.2499,289.7483,317.6744,320.8395,318.3396,310.03107,301.28036,297.39935,295.63837,293.90378,311.93738,323.1205,319.02942,304.2777,305.5135,295.616,296.76642,292.75696
intruder_a99_l4096_n4096_s1,494.98853,664.109,672.8999,730.5018,689.6985,677.7664,618.4337,559.5474,509.8457,789.28503,1003.6761,1144.5349,1125.7148,1099.7555,1065.7389,1012.4584,535.05676,821.685,955.339,779.5786,421.38867,317.60623,288.73642,264.7916,354.76257,617.9079,811.5984,948.4268,944.59235,936.07043,908.7517,869.2431,578.3126,638.50226,627.9356,600.80646,581.11285,564.9626,560.50525,565.58966,570.94165,638.5545,622.0134,598.2933,579.65424,571.05786,564.98065,561.18335,575.6994,636.64124,627.5283,599.8288,578.7548,564.2577,562.1866,563.5626,574.46893,635.9888,628.3924,597.333,580.0959,569.32947,566.1887,562.8733,575.0303,640.2284,629.0056,598.76465,579.51654,570.3936,565.3536,561.30927,574.49396,636.35693,625.5177,596.0326,580.55237,571.7936,568.07404,562.30566,576.0587,639.00726,628.74384,600.6658,584.25085,572.6957,568.5254,562.3733,578.05334,638.06573,632.1297,598.95465,582.20593,566.24554,568.55383,560.8593,576.88324,641.2051,629.7421,600.0878,582.9136,572.37854,569.7739,554.4011,577.9919,640.144,627.912,598.43146,582.85114,571.8184,560.90686,565.06256,577.39606,635.6574,625.15576,600.57056,580.23724,570.525,566.08295,559.5192,576.5362,642.779,627.9616,599.45135,579.50714,574.05884,567.5197,561.533,577.8076,639.93353,626.8991,602.62335,577.76074,567.97003,567.7993,554.7916
labyrinth_d_random_x16_y16_z10_n64,6.198347,9.955752,9.291575,10.5952015,10.852184,11.241068,11.356365,10.567773,6.7723618,10.104361,10.41181,11.096002,11.072183,10.830884,10.996102,11.213788,7.0738034,10.725894,11.722851,10.50166,12.315929,12.443707,12.4978,10.993205,7.4227743,10.33349,10.678709,11.6678095,10.891011,11.496771,11.22027,11.527685,6.978741,8.229085,8.330052,8.301964,8.08073,8.193363,8.235863,8.113132,8.054357,8.427684,8.4840555,7.140357,8.692913,8.026449,7.1015387,7.860548,8.08944,8.355136,8.190709,8.218847,7.8024883,7.958012,8.105794,7.5676622,7.86116,7.3126144,8.736661,8.006907,7.9805694,7.691181,7.945834,7.914842,7.692914,8.005337,8.052885,8.094916,7.04465,8.273743,7.887136,7.846556,8.691195,8.212871,8.788806,8.483386,8.028857,8.195282,8.23077,8.02154,8.782795,8.51906,8.721876,8.481799,8.511163,8.642687,8.43197,8.521047,8.270947,8.228572,8.043378,8.125386,8.170354,8.584218,8.032128,7.635476,8.116883,7.0057497,8.259708,8.035292,7.906799,7.9870687,7.564189,7.7933326,8.141793,6.814779,8.255299,7.7984633,8.270737,7.58027,7.526901,7.6119328,6.9419723,7.9117713,6.948646,8.048607,8.070647,8.005338,7.900886,7.735143,6.991879,8.525112,8.289343,7.1363597,8.335347,8.148062,8.1139765,7.9728327,8.427876,8.224812,8.197056,8.384883,8.2858,8.425445,7.5965614,8.048739
labyrinth_d_random_x16_y16_z5_n512,37.66658,79.5912,84.21224,82.577614,86.737686,83.2842,81.93875,81.23096,35.68861,85.95078,88.37914,88.84298,83.80386,85.20672,86.683,83.73815,54.33555,84.250786,94.236046,82.30102,94.48675,101.5819,95.45998,87.21417,58.054665,84.56265,84.81788,90.48928,84.96302,86.43417,82.23519,84.69285,34.484688,82.00165,79.73576,73.12061,75.83425,74.92226,76.46972,68.5112,62.91519,82.150185,72.73497,72.27903,72.65488,79.66575,75.447014,67.698044,66.34479,74.24169,64.932335,71.89967,68.70584,70.965385,71.8074,67.44487,71.189026,78.032486,74.05809,67.15981,71.63476,77.21931,67.61627,66.53871,65.79876,74.440605,73.97477,69.33775,70.958,67.992386,68.78272,65.93825,67.20377,78.05618,75.87476,71.08417,73.904655,73.35206,70.92264,70.29085,60.504795,79.3414,79.034195,75.60624,74.87689,74.625435,61.78081,72.612175,66.351944,76.58307,78.816475,63.616,74.49032,74.987335,73.46939,66.601204,68.76676,80.08101,77.98304,69.295845,73.71673,69.8741,69.44692,61.711304,69.54989,78.47129,78.1942,70.4517,74.509995,72.521935,72.2858,67.65988,74.54409,77.855194,75.92511,72.50585,69.31534,65.4426,70.28235,65.77422,74.879585,77.86698,76.86376,76.158615,74.61753,73.45087,72.4304,68.131195,72.34523,76.2159,76.568535,74.068756,73.1483,70.72155,68.965515,70.93811
