Benchmark,norec=1th=MCS_LOCKS,norec=2th=MCS_LOCKS,norec=4th=MCS_LOCKS,norec=6th=MCS_LOCKS,norec=8th=MCS_LOCKS,norec=16th=MCS_LOCKS,norec=32th=MCS_LOCKS,norec=48th=MCS_LOCKS,swisstm=1th=MCS_LOCKS,swisstm=2th=MCS_LOCKS,swisstm=4th=MCS_LOCKS,swisstm=6th=MCS_LOCKS,swisstm=8th=MCS_LOCKS,swisstm=16th=MCS_LOCKS,swisstm=32th=MCS_LOCKS,swisstm=48th=MCS_LOCKS,tinystm=1th=MCS_LOCKS,tinystm=2th=MCS_LOCKS,tinystm=4th=MCS_LOCKS,tinystm=6th=MCS_LOCKS,tinystm=8th=MCS_LOCKS,tinystm=16th=MCS_LOCKS,tinystm=32th=MCS_LOCKS,tinystm=48th=MCS_LOCKS,tl2=1th=MCS_LOCKS,tl2=2th=MCS_LOCKS,tl2=4th=MCS_LOCKS,tl2=6th=MCS_LOCKS,tl2=8th=MCS_LOCKS,tl2=16th=MCS_LOCKS,tl2=32th=MCS_LOCKS,tl2=48th=MCS_LOCKS
ssca2_s20_i0.5_u0.1_l5_p5,0.023309203,0.027601988,0.031256715,0.035944099,0.03818992,0.028196617,0.021306674,0.020258607,0.022483246,0.026717026,0.030379293,0.034949142,0.033274486,0.031890704,0.032244454,0.033696084,0.022697586,0.029441904,0.031112783,0.035882189,0.034505343,0.033314393,0.033782597,0.032050155,0.022934973,0.027429362,0.031421721,0.03272993,0.038114226,0.033010855,0.033332162,0.034803176
ssca2_s20_i0.5_u0.5_l20_p20,0.023559631,0.027297581,0.033181743,0.024256864,0.023838204,0.015765356,0.009161215,0.008363708,0.021850467,0.026278902,0.030068703,0.031524741,0.032725644,0.032462169,0.032399062,0.03193959,0.021495373,0.027925736,0.030468153,0.035454715,0.033709708,0.033261202,0.033582913,0.031781235,0.022477184,0.026953234,0.030893628,0.032190477,0.035027489,0.033032662,0.032923903,0.032550937
ssca2_s20_i1.0_u0.1_l10_p10,0.020770285,0.024387001,0.030032574,0.028744526,0.029718396,0.025532749,0.020583874,0.01865188,0.02037584,0.023879184,0.026817333,0.027684516,0.028857344,0.027770626,0.027956964,0.02857042,0.020405778,0.02397767,0.027477599,0.028728015,0.029985748,0.029112749,0.029028238,0.029500965,0.020516303,0.024320573,0.027501782,0.028619485,0.030893624,0.0289074,0.028994571,0.029718402
ssca2_s20_i1.0_u0.1_l10_p20,0.019480332,0.022664651,0.023354924,0.024114122,0.026163381,0.022207613,0.018435922,0.01716736,0.017883331,0.020445824,0.022458999,0.022941283,0.023817755,0.023004615,0.023025804,0.023328775,0.018056417,0.02069634,0.024375106,0.024042228,0.024909435,0.025413347,0.024170075,0.024874735,0.018183816,0.021018253,0.023300504,0.024023745,0.024837664,0.024144397,0.024067689,0.024065373
ssca2_s20_i1.0_u0.1_l10_p5,0.023815487,0.03064744,0.032495926,0.033956963,0.035165447,0.028977763,0.021430875,0.02010545,0.024451402,0.027860373,0.03168857,0.032479035,0.034133142,0.03272992,0.033283342,0.034297051,0.02331137,0.028038484,0.032483255,0.034026287,0.035856445,0.03459606,0.034677643,0.038271759,0.023535225,0.028215706,0.032424276,0.034021661,0.035748768,0.036362346,0.034572138,0.038483858
ssca2_s20_i1.0_u0.1_l20_p10,0.022396624,0.026501761,0.027492699,0.028698325,0.029711327,0.025862934,0.019450021,0.018568752,0.020479324,0.024014515,0.026699893,0.027736724,0.028897364,0.027801501,0.027988255,0.028721404,0.020614423,0.022991916,0.029956993,0.028810776,0.029982143,0.029126309,0.027435372,0.030591179,0.020723793,0.024370356,0.027598931,0.028632586,0.029782119,0.028794184,0.029314155,0.029697209
ssca2_s20_i1.0_u0.1_l20_p20,0.018422339,0.021131964,0.023431543,0.023979964,0.024830267,0.022380584,0.01822757,0.01739916,0.018837399,0.021936742,0.022761642,0.023074683,0.023779237,0.024661252,0.024398899,0.023229057,0.018199703,0.020907512,0.023378951,0.026328711,0.024916886,0.024221598,0.024263915,0.024545028,0.018282223,0.02016708,0.023392077,0.023820022,0.024516144,0.024805629,0.023876898,0.024432283
ssca2_s20_i1.0_u0.1_l20_p5,0.023738591,0.028388723,0.032627395,0.033961567,0.039030615,0.029978546,0.02100236,0.020167077,0.024377485,0.02779532,0.031712686,0.032833085,0.034519622,0.032910888,0.033168516,0.034973573,0.023237693,0.029917557,0.032290249,0.037019266,0.035641732,0.035349422,0.03455302,0.036655587,0.023528574,0.0301703,0.032483252,0.034026284,0.035692619,0.034268829,0.037362292,0.035697716
ssca2_s20_i1.0_u0.1_l5_p10,0.021005895,0.024417967,0.026054315,0.027214364,0.029736071,0.025540575,0.018640754,0.018559105,0.020435804,0.023931763,0.026814458,0.027675323,0.02888068,0.029714863,0.02795071,0.028362962,0.020631444,0.024330044,0.027571545,0.031425669,0.029985749,0.029109361,0.02918753,0.032033726,0.020607629,0.024330038,0.027014388,0.028234828,0.029612794,0.028850687,0.028994572,0.028954274
ssca2_s20_i1.0_u0.1_l5_p20,0.018452259,0.020963622,0.023363663,0.024230997,0.024840143,0.02260727,0.018083853,0.017177983,0.017865444,0.020472619,0.02246102,0.023021563,0.023842742,0.023061914,0.023032168,0.023361476,0.018174566,0.020921513,0.023309199,0.024097856,0.027342356,0.024304021,0.024111801,0.024545032,0.018206335,0.020956589,0.025310432,0.026133299,0.024835201,0.024093211,0.024181772,0.02281774
ssca2_s20_i1.0_u0.1_l5_p5,0.025091955,0.028395178,0.032644444,0.034030922,0.035334438,0.029259265,0.022158407,0.019910095,0.023263646,0.027860374,0.031652461,0.032871944,0.034533932,0.033037021,0.032871944,0.033887914,0.022945491,0.027963213,0.03234038,0.034017027,0.035779467,0.034377218,0.034095899,0.035733438,0.023431545,0.028177542,0.032508602,0.033800858,0.035707921,0.035274608,0.032256921,0.038306946
vacation,0.021711926,0.036484401,0.060050715,0.073591732,0.077229261,0.070979877,0.039018437,0.024981625,0.019648756,0.035269626,0.06673548,0.096558948,0.119100094,0.180368771,0.281204884,0.297608419,0.018537084,0.031163191,0.058793769,0.086233569,0.112003192,0.176922229,0.261496976,0.268518946,0.01050074,0.020314571,0.038812469,0.057010515,0.068247641,0.118255015,0.189674608,0.202258172
vacation_n16_q60_u50_r1024_t4194304,0.028964335,0.040230304,0.043116774,0.042486585,0.041457888,0.036325351,0.027235109,0.021014717,0.033002123,0.042843372,0.0688112,0.08644228,0.092043849,0.128728674,0.128332194,0.128994359,0.031620425,0.039775828,0.059835105,0.065220736,0.061453066,0.042836031,0.026276128,0.015729635,0.009921855,0.013515222,0.013235444,0.013001408,0.012532765,0.012178646,0.011679097,0.011326163
vacation_n16_q80_u50_r1024_t4194304,0.028446869,0.040523762,0.043446477,0.044059043,0.041252641,0.036452465,0.02728266,0.021385031,0.032441088,0.042501022,0.06911557,0.08759321,0.093629592,0.127221899,0.128662391,0.134043442,0.031716697,0.039245057,0.060677432,0.069538529,0.067729886,0.046718561,0.027495712,0.017113295,0.009797806,0.013639841,0.013433877,0.013238245,0.011499656,0.012562363,0.012259871,0.011827176
vacation_n4_q20_u10_r1048576_t4194304,0.046518681,0.081034486,0.129328178,0.155854981,0.155660896,0.121709537,0.042515541,0.035489974,0.041225489,0.071774726,0.131160218,0.18953099,0.235396751,0.362832196,0.453704657,0.45206383,0.041002355,0.065873875,0.120130409,0.173364308,0.21738379,0.353594661,0.438581295,0.410494876,0.024615142,0.042285415,0.081298004,0.11984246,0.139659967,0.250492343,0.325509602,0.321325713
vacation_n4_q20_u50_r1048576_t4194304,0.026278881,0.044230538,0.070979842,0.083413751,0.084200408,0.07966571,0.046174918,0.027583693,0.022336578,0.038752282,0.074802809,0.108127583,0.133685014,0.221819841,0.272915932,0.272915932,0.022544055,0.036521698,0.068944007,0.098460414,0.125876621,0.215138523,0.293761418,0.307114271,0.011290863,0.020914499,0.039536771,0.055173476,0.063724449,0.075140067,0.08397414,0.061047866
vacation_n4_q40_u10_r1024_t4194304,0.142933735,0.187680995,0.25509293,0.267943291,0.243182027,0.113015881,0.049690142,0.040808217,0.135717215,0.1631796,0.275320618,0.368175499,0.432510612,0.632888961,0.651018779,0.565590706,0.120768673,0.14845079,0.243418807,0.292729678,0.292729678,0.144004094,0.033961573,0.009918315,0.060899178,0.088429832,0.151970303,0.19010731,0.197153886,0.170293695,0.082450903,0.055161327
vacation_n4_q40_u10_r1048576_t4194304,0.043005564,0.074870127,0.120827129,0.147226944,0.1496954,0.114885733,0.043005564,0.034677673,0.038102615,0.066842579,0.121119791,0.169946435,0.209900283,0.308631211,0.373678951,0.386385327,0.037843059,0.06246658,0.112153994,0.154793346,0.196379624,0.30673774,0.382835054,0.366019349,0.023115242,0.040347215,0.076240118,0.114099152,0.134115477,0.227471558,0.287016356,0.285704327
vacation_n4_q40_u50_r1024_t4194304,0.069268814,0.088838366,0.093946316,0.09047816,0.084485019,0.065000297,0.036564451,0.022751288,0.066949954,0.080486518,0.129261192,0.16666075,0.181944054,0.246782938,0.248007077,0.235396529,0.062670118,0.074446428,0.116437411,0.131712913,0.126067127,0.097767355,0.067950842,0.055801591,0.024403665,0.03319054,0.032521289,0.030594927,0.029665498,0.028359745,0.025071823,0.019805982
vacation_n4_q40_u50_r1048576_t4194304,0.025817514,0.044191442,0.071324102,0.087317843,0.090872775,0.082998331,0.04039932,0.027702902,0.022260997,0.038710291,0.074668769,0.106198408,0.131712896,0.21167744,0.242945648,0.300831589,0.022330594,0.036104997,0.067711537,0.097652731,0.122604718,0.205753908,0.270553035,0.268518802,0.011495424,0.022076209,0.042364173,0.061817756,0.07391809,0.121178382,0.201931352,0.160662572
vacation_n4_q40_u90_r1048576_t4194304,0.021458464,0.036341199,0.057311119,0.068154604,0.069345656,0.067583427,0.0421357,0.028218885,0.01962254,0.035264658,0.06319291,0.096113478,0.118647917,0.18167961,0.28343667,0.301557514,0.017330406,0.031342917,0.05930987,0.087013959,0.110128241,0.178820532,0.263148615,0.2896769,0.00988928,0.018490466,0.035111109,0.050811201,0.060036287,0.097424439,0.124621695,0.138499244
vacation_n4_q60_u10_r1024_t4194304,0.142201998,0.185867007,0.250743391,0.262871849,0.236734017,0.109357455,0.048541972,0.039110005,0.135130351,0.164143885,0.273812891,0.368175499,0.431763642,0.645971881,0.666643112,0.585459184,0.118873582,0.14845079,0.243656109,0.307870873,0.323403864,0.179205143,0.041706898,0.011616149,0.061513572,0.088304891,0.153651607,0.20258601,0.200796116,0.171344162,0.085613404,0.062811845
vacation_n4_q60_u10_r1048576_t4194304,0.042378579,0.072503261,0.115309611,0.139348507,0.145174944,0.115843954,0.040755013,0.035379457,0.03655377,0.063627167,0.11352913,0.15822224,0.192597181,0.279632205,0.339201059,0.342923415,0.036822984,0.059029807,0.107062621,0.142689076,0.182475359,0.275624234,0.33067624,0.320501624,0.022666719,0.038336335,0.073635121,0.108221313,0.129261242,0.199037574,0.234074178,0.245089449
vacation_n4_q60_u50_r1024_t4194304,0.068136039,0.08787035,0.094586127,0.092623622,0.087013966,0.067201921,0.037212137,0.023906583,0.06496651,0.080538376,0.131022601,0.170758991,0.18810471,0.264540887,0.267943363,0.271729457,0.06419906,0.075457632,0.117920343,0.141397696,0.14091948,0.099281628,0.0674194,0.058178064,0.024571568,0.034410341,0.03425944,0.033058864,0.032219505,0.029856817,0.027471553,0.022689339
vacation_n4_q60_u50_r1048576_t4194304,0.025323243,0.044059051,0.066735466,0.088336062,0.090347328,0.084599341,0.038489771,0.026999789,0.022763709,0.039883702,0.069888469,0.100156675,0.131091271,0.194697075,0.2595961,0.275320542,0.020975923,0.036580488,0.067274234,0.098305566,0.123208988,0.199037455,0.265947969,0.27232144,0.012006679,0.022943379,0.044348244,0.064697478,0.076637355,0.134766076,0.217006118,0.223405776
vacation_n4_q60_u90_r1048576_t4194304,0.021764858,0.036822971,0.059592646,0.073678502,0.077300912,0.071589679,0.038872828,0.026392647,0.019346166,0.035219942,0.066540103,0.096113497,0.118760671,0.192745707,0.263425965,0.313272118,0.0174648,0.031417764,0.060050719,0.086772353,0.109023612,0.181153021,0.265665427,0.270553181,0.01042803,0.019769961,0.038149116,0.056635965,0.068528278,0.121002501,0.177424537,0.201931434
vacation_n4_q80_u10_r1024_t4194304,0.138269442,0.183412402,0.246782999,0.261223739,0.234074123,0.108456023,0.047310965,0.038915183,0.132200498,0.162648754,0.271729457,0.367633948,0.43326017,0.642650806,0.681175709,0.596638064,0.116329051,0.147400424,0.2453299,0.315247282,0.337825854,0.214584631,0.053877397,0.015719747,0.060501243,0.087932164,0.152247949,0.205584835,0.223007307,0.206604228,0.096410009,0.061619701
vacation_n4_q80_u10_r1048576_t4194304,0.040635753,0.070360578,0.112710168,0.136234975,0.137736171,0.113839321,0.042493819,0.034165798,0.034301749,0.061543858,0.108362015,0.14827472,0.179979252,0.256138487,0.277152107,0.320501521,0.035399483,0.055926432,0.103473159,0.134259491,0.174209867,0.258522384,0.301194205,0.304125524,0.021884894,0.037774426,0.071857184,0.104424039,0.124250073,0.200474041,0.237408506,0.237408506
vacation_n4_q80_u50_r1024_t4194304,0.066771137,0.087932164,0.097121654,0.092692305,0.086983698,0.065804457,0.038424705,0.024186446,0.065000259,0.08035712,0.131643487,0.173604872,0.193941801,0.252771449,0.275320466,0.274112964,0.062001731,0.074825197,0.120710274,0.147226727,0.15014474,0.104206341,0.072002016,0.059521666,0.024292195,0.033208153,0.035856423,0.034586467,0.033823703,0.030882147,0.02878091,0.025865596
vacation_n4_q80_u50_r1048576_t4194304,0.026196286,0.044442872,0.072926242,0.087501274,0.091204361,0.08358113,0.035404496,0.02819661,0.022886674,0.040081952,0.074115365,0.104555056,0.130203705,0.208673732,0.219290503,0.225014502,0.0217516,0.037019271,0.067201921,0.098576953,0.122424645,0.197309488,0.262045237,0.247515991,0.012099078,0.023280979,0.04482538,0.065101861,0.0776129,0.133685103,0.225217261,0.228302423
vacation_n4_q80_u90_r1048576_t4194304,0.021734586,0.036463128,0.060398936,0.074937414,0.079186313,0.076590445,0.037035735,0.024624824,0.019679695,0.035309488,0.066628773,0.09626152,0.115951372,0.191710992,0.256928263,0.263703762,0.017152053,0.030268939,0.05699753,0.086652049,0.106469831,0.173124079,0.241071553,0.262595802,0.010510457,0.020160581,0.039048923,0.05868338,0.071263165,0.124311872,0.202750349,0.230832106
vacation_n8_q20_u10_r1048576_t4194304,0.027709068,0.049415142,0.081165972,0.099757072,0.103601821,0.096708394,0.045092209,0.029881809,0.027399301,0.049162483,0.091304314,0.12754653,0.161076818,0.246539571,0.314059206,0.366555881,0.027507837,0.04426974,0.08310878,0.119555831,0.152899822,0.255353681,0.369263264,0.349638002,0.013578361,0.02433952,0.045819504,0.06716583,0.080305566,0.128069276,0.195611266,0.224610228
vacation_n8_q20_u50_r1024_t4194304,0.049191515,0.058807641,0.060633342,0.060515921,0.057363763,0.04691148,0.030639941,0.022354581,0.050360833,0.059777898,0.093384824,0.11579026,0.121472868,0.144420098,0.134403851,0.138576034,0.045760806,0.056329714,0.07994604,0.084257256,0.082233941,0.067656609,0.046587993,0.038975862,0.016526163,0.019820128,0.018938733,0.018268874,0.018055126,0.017042149,0.01555446,0.01326988
vacation_n8_q40_u10_r1048576_t4194304,0.026160644,0.046089808,0.076356482,0.094371887,0.098810724,0.095452892,0.044293255,0.029835437,0.02513737,0.046320391,0.079920444,0.117976004,0.148627301,0.217383601,0.286031045,0.303755911,0.025719252,0.043057379,0.077588807,0.110517754,0.131022618,0.222017029,0.302652629,0.31016273,0.013060505,0.023244177,0.044873654,0.064001827,0.077636997,0.115897605,0.165119661,0.135349829
vacation_n8_q40_u50_r1024_t4194304,0.046605365,0.058849146,0.060988335,0.061062822,0.05770803,0.048130762,0.032508607,0.02218988,0.048001379,0.059309891,0.095162237,0.119498655,0.127157271,0.16610708,0.157425179,0.161911383,0.045777548,0.055442711,0.083581137,0.091038307,0.090216955,0.074892505,0.051865391,0.043296015,0.015877497,0.020316229,0.018841662,0.018425057,0.018056423,0.017007359,0.016538183,0.014552138
vacation_n8_q60_u10_r1048576_t4194304,0.025193102,0.04441129,0.073397286,0.091304297,0.095198456,0.09163897,0.044954345,0.029750222,0.024766309,0.042631501,0.080460614,0.111553371,0.131851846,0.205415872,0.253540696,0.285052638,0.025061767,0.04025622,0.07520792,0.105303761,0.125686847,0.205584793,0.271140044,0.267943291,0.012750745,0.022646174,0.043942894,0.062764529,0.075594532,0.10343034,0.135423147,0.165557021
vacation_n8_q60_u50_r1024_t4194304,0.045643818,0.059493383,0.062922525,0.061863693,0.059043742,0.049670414,0.03269996,0.022836503,0.047266214,0.059479186,0.096409954,0.123208973,0.131782291,0.14204035,0.188814978,0.183009541,0.046200516,0.055528874,0.086802429,0.099836667,0.098538031,0.077181534,0.053958775,0.045962677,0.015826234,0.020773741,0.020283261,0.01932822,0.018296948,0.018056425,0.017276517,0.016286069
vacation_n8_q80_u10_r1048576_t4194304,0.025066793,0.043681831,0.071651222,0.089795657,0.091672582,0.089957229,0.042697033,0.028161667,0.023357113,0.042916941,0.07800037,0.106606046,0.126449762,0.195000956,0.196533928,0.248253413,0.024578821,0.040295162,0.07449082,0.099242236,0.121119762,0.192300925,0.246539631,0.25666442,0.012643694,0.022308686,0.042983345,0.060166343,0.06936492,0.092761109,0.125246077,0.150687875
vacation_n8_q80_u50_r1024_t4194304,0.044946244,0.059550029,0.064314642,0.062032511,0.058946245,0.050625967,0.033623541,0.024005284,0.046535937,0.059507512,0.09746241,0.125120648,0.136532527,0.1823421,0.18669977,0.187119026,0.044801264,0.053325737,0.088555103,0.104555023,0.104598769,0.081245058,0.058218692,0.047132552,0.015458263,0.02134304,0.020766825,0.020039362,0.019587169,0.018214284,0.01769347,0.016979627
